"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","University of Toronto, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612262490","137.29.1.1.1.1.3.2","90","","","","0"
"2022/2023","University of Toronto, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612262491","137.29.1.1.1.1.3.3","84","","","","0"
"2022/2023","University of Toronto, Ontario","","Architecture and related services [04.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612262492","137.29.1.1.1.1.3.4","9","","","","0"
"2022/2023","University of Toronto, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612264558","137.39.1.1.1.1.2.2","180","","","","0"
"2022/2023","University of Toronto, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612264559","137.39.1.1.1.1.2.3","582","","","","0"
"2022/2023","University of Toronto, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612264560","137.39.1.1.1.1.2.4","27","","","","0"
"2022/2023","University of Toronto, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612264562","137.39.1.1.1.1.3.2","108","","","","0"
"2022/2023","University of Toronto, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612264563","137.39.1.1.1.1.3.3","168","","","","0"
"2022/2023","University of Toronto, Ontario","","Area, ethnic, cultural, gender, and group studies [05.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612264564","137.39.1.1.1.1.3.4","9","","","","0"
"2022/2023","University of Toronto, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612266406","137.43.1.1.1.1.2.2","90","","","","0"
"2022/2023","University of Toronto, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612266407","137.43.1.1.1.1.2.3","219","","","","0"
"2022/2023","University of Toronto, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612266408","137.43.1.1.1.1.2.4","6","","","","0"
"2022/2023","University of Toronto, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612266410","137.43.1.1.1.1.3.2","99","","","","0"
"2022/2023","University of Toronto, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612266411","137.43.1.1.1.1.3.3","228","","","","0"
"2022/2023","University of Toronto, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612266412","137.43.1.1.1.1.3.4","15","","","","0"
"2022/2023","University of Toronto, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612268182","137.55.1.1.1.1.2.2","1611","","","","0"
"2022/2023","University of Toronto, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612268183","137.55.1.1.1.1.2.3","915","","","","0"
"2022/2023","University of Toronto, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612268184","137.55.1.1.1.1.2.4","51","","","","0"
"2022/2023","University of Toronto, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612268186","137.55.1.1.1.1.3.2","870","","","","0"
"2022/2023","University of Toronto, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612268187","137.55.1.1.1.1.3.3","414","","","","0"
"2022/2023","University of Toronto, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612268188","137.55.1.1.1.1.3.4","42","","","","0"
"2022/2023","University of Toronto, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612271378","137.73.1.1.1.1.2.2","603","","","","0"
"2022/2023","University of Toronto, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612271379","137.73.1.1.1.1.2.3","2106","","","","0"
"2022/2023","University of Toronto, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612271380","137.73.1.1.1.1.2.4","27","","","","0"
"2022/2023","University of Toronto, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612271382","137.73.1.1.1.1.3.2","78","","","","0"
"2022/2023","University of Toronto, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612271383","137.73.1.1.1.1.3.3","321","","","","0"
"2022/2023","University of Toronto, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612271384","137.73.1.1.1.1.3.4","0","","","","0"
"2022/2023","University of Toronto, Ontario","","Engineering [14.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612276248","137.89.1.1.1.1.2.2","3789","","","","0"
"2022/2023","University of Toronto, Ontario","","Engineering [14.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612276249","137.89.1.1.1.1.2.3","2262","","","","0"
"2022/2023","University of Toronto, Ontario","","Engineering [14.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612276250","137.89.1.1.1.1.2.4","57","","","","0"
"2022/2023","University of Toronto, Ontario","","Engineering [14.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612276252","137.89.1.1.1.1.3.2","2151","","","","0"
"2022/2023","University of Toronto, Ontario","","Engineering [14.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612276253","137.89.1.1.1.1.3.3","1083","","","","0"
"2022/2023","University of Toronto, Ontario","","Engineering [14.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612276254","137.89.1.1.1.1.3.4","57","","","","0"
"2022/2023","University of Toronto, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612283310","137.151.1.1.1.1.2.2","153","","","","0"
"2022/2023","University of Toronto, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612283311","137.151.1.1.1.1.2.3","375","","","","0"
"2022/2023","University of Toronto, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612283312","137.151.1.1.1.1.2.4","15","","","","0"
"2022/2023","University of Toronto, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612283314","137.151.1.1.1.1.3.2","75","","","","0"
"2022/2023","University of Toronto, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612283315","137.151.1.1.1.1.3.3","138","","","","0"
"2022/2023","University of Toronto, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612283316","137.151.1.1.1.1.3.4","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612286908","137.183.1.1.1.1.2.2","294","","","","0"
"2022/2023","University of Toronto, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612286909","137.183.1.1.1.1.2.3","405","","","","0"
"2022/2023","University of Toronto, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612286910","137.183.1.1.1.1.2.4","30","","","","0"
"2022/2023","University of Toronto, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612286912","137.183.1.1.1.1.3.2","30","","","","0"
"2022/2023","University of Toronto, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612286913","137.183.1.1.1.1.3.3","48","","","","0"
"2022/2023","University of Toronto, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612286914","137.183.1.1.1.1.3.4","3","","","","0"
"2022/2023","University of Toronto, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612288492","137.189.1.1.1.1.2.2","336","","","","0"
"2022/2023","University of Toronto, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612288493","137.189.1.1.1.1.2.3","783","","","","0"
"2022/2023","University of Toronto, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612288494","137.189.1.1.1.1.2.4","18","","","","0"
"2022/2023","University of Toronto, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612288496","137.189.1.1.1.1.3.2","63","","","","0"
"2022/2023","University of Toronto, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612288497","137.189.1.1.1.1.3.3","84","","","","0"
"2022/2023","University of Toronto, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612288498","137.189.1.1.1.1.3.4","6","","","","0"
"2022/2023","University of Toronto, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612290540","137.194.1.1.1.1.2.2","1182","","","","0"
"2022/2023","University of Toronto, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612290541","137.194.1.1.1.1.2.3","2127","","","","0"
"2022/2023","University of Toronto, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612290542","137.194.1.1.1.1.2.4","126","","","","0"
"2022/2023","University of Toronto, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612290544","137.194.1.1.1.1.3.2","852","","","","0"
"2022/2023","University of Toronto, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612290545","137.194.1.1.1.1.3.3","1143","","","","0"
"2022/2023","University of Toronto, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612290546","137.194.1.1.1.1.3.4","99","","","","0"
"2022/2023","University of Toronto, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612292900","137.200.1.1.1.1.2.2","2124","","","","0"
"2022/2023","University of Toronto, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612292901","137.200.1.1.1.1.2.3","3714","","","","0"
"2022/2023","University of Toronto, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612292902","137.200.1.1.1.1.2.4","72","","","","0"
"2022/2023","University of Toronto, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612292904","137.200.1.1.1.1.3.2","489","","","","0"
"2022/2023","University of Toronto, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612292905","137.200.1.1.1.1.3.3","831","","","","0"
"2022/2023","University of Toronto, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612292906","137.200.1.1.1.1.3.4","51","","","","0"
"2022/2023","University of Toronto, Ontario","","Mathematics and statistics [27.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612299886","137.216.1.1.1.1.2.2","1410","","","","0"
"2022/2023","University of Toronto, Ontario","","Mathematics and statistics [27.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612299887","137.216.1.1.1.1.2.3","597","","","","0"
"2022/2023","University of Toronto, Ontario","","Mathematics and statistics [27.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612299888","137.216.1.1.1.1.2.4","45","","","","0"
"2022/2023","University of Toronto, Ontario","","Mathematics and statistics [27.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612299890","137.216.1.1.1.1.3.2","1455","","","","0"
"2022/2023","University of Toronto, Ontario","","Mathematics and statistics [27.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612299891","137.216.1.1.1.1.3.3","1224","","","","0"
"2022/2023","University of Toronto, Ontario","","Mathematics and statistics [27.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612299892","137.216.1.1.1.1.3.4","87","","","","0"
"2022/2023","University of Toronto, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612302816","137.226.1.1.1.1.2.2","3573","","","","0"
"2022/2023","University of Toronto, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612302817","137.226.1.1.1.1.2.3","5793","","","","0"
"2022/2023","University of Toronto, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612302818","137.226.1.1.1.1.2.4","210","","","","0"
"2022/2023","University of Toronto, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612302820","137.226.1.1.1.1.3.2","1632","","","","0"
"2022/2023","University of Toronto, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612302821","137.226.1.1.1.1.3.3","1956","","","","0"
"2022/2023","University of Toronto, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612302822","137.226.1.1.1.1.3.4","153","","","","0"
"2022/2023","University of Toronto, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612309364","137.278.1.1.1.1.2.2","495","","","","0"
"2022/2023","University of Toronto, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612309365","137.278.1.1.1.1.2.3","570","","","","0"
"2022/2023","University of Toronto, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612309366","137.278.1.1.1.1.2.4","12","","","","0"
"2022/2023","University of Toronto, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612309368","137.278.1.1.1.1.3.2","84","","","","0"
"2022/2023","University of Toronto, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612309369","137.278.1.1.1.1.3.3","84","","","","0"
"2022/2023","University of Toronto, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612309370","137.278.1.1.1.1.3.4","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Basic skills and general exam preparation (not for credit) [32.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612310914","137.284.1.1.1.1.3.3","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612311044","137.300.1.1.1.1.2.2","744","","","","0"
"2022/2023","University of Toronto, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612311045","137.300.1.1.1.1.2.3","738","","","","0"
"2022/2023","University of Toronto, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612311046","137.300.1.1.1.1.2.4","33","","","","0"
"2022/2023","University of Toronto, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612311048","137.300.1.1.1.1.3.2","183","","","","0"
"2022/2023","University of Toronto, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612311049","137.300.1.1.1.1.3.3","147","","","","0"
"2022/2023","University of Toronto, Ontario","","Philosophy and religious studies [38.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612311050","137.300.1.1.1.1.3.4","12","","","","0"
"2022/2023","University of Toronto, Ontario","","Bible/Biblical studies [39.02]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612314428","137.306.1.1.1.1.2.2","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Bible/Biblical studies [39.02]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612314429","137.306.1.1.1.1.2.3","0","","","","0"
"2022/2023","University of Toronto, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612316424","137.314.1.1.1.1.2.2","903","","","","0"
"2022/2023","University of Toronto, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612316425","137.314.1.1.1.1.2.3","504","","","","0"
"2022/2023","University of Toronto, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612316426","137.314.1.1.1.1.2.4","36","","","","0"
"2022/2023","University of Toronto, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612316428","137.314.1.1.1.1.3.2","429","","","","0"
"2022/2023","University of Toronto, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612316429","137.314.1.1.1.1.3.3","186","","","","0"
"2022/2023","University of Toronto, Ontario","","Physical sciences [40.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612316430","137.314.1.1.1.1.3.4","21","","","","0"
"2022/2023","University of Toronto, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612320516","137.330.1.1.1.1.2.2","651","","","","0"
"2022/2023","University of Toronto, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612320517","137.330.1.1.1.1.2.3","2613","","","","0"
"2022/2023","University of Toronto, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612320518","137.330.1.1.1.1.2.4","60","","","","0"
"2022/2023","University of Toronto, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612320520","137.330.1.1.1.1.3.2","222","","","","0"
"2022/2023","University of Toronto, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612320521","137.330.1.1.1.1.3.3","765","","","","0"
"2022/2023","University of Toronto, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612320522","137.330.1.1.1.1.3.4","45","","","","0"
"2022/2023","University of Toronto, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612322832","137.335.1.1.1.1.2.2","51","","","","0"
"2022/2023","University of Toronto, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612322833","137.335.1.1.1.1.2.3","129","","","","0"
"2022/2023","University of Toronto, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612322834","137.335.1.1.1.1.2.4","0","","","","0"
"2022/2023","University of Toronto, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612322836","137.335.1.1.1.1.3.2","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612322837","137.335.1.1.1.1.3.3","6","","","","0"
"2022/2023","University of Toronto, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612322838","137.335.1.1.1.1.3.4","0","","","","0"
"2022/2023","University of Toronto, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612323688","137.341.1.1.1.1.2.2","147","","","","0"
"2022/2023","University of Toronto, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612323689","137.341.1.1.1.1.2.3","609","","","","0"
"2022/2023","University of Toronto, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612323690","137.341.1.1.1.1.2.4","12","","","","0"
"2022/2023","University of Toronto, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612323692","137.341.1.1.1.1.3.2","33","","","","0"
"2022/2023","University of Toronto, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612323693","137.341.1.1.1.1.3.3","96","","","","0"
"2022/2023","University of Toronto, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612323694","137.341.1.1.1.1.3.4","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612325640","137.348.1.1.1.1.2.2","1953","","","","0"
"2022/2023","University of Toronto, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612325641","137.348.1.1.1.1.2.3","3045","","","","0"
"2022/2023","University of Toronto, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612325642","137.348.1.1.1.1.2.4","105","","","","0"
"2022/2023","University of Toronto, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612325644","137.348.1.1.1.1.3.2","822","","","","0"
"2022/2023","University of Toronto, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612325645","137.348.1.1.1.1.3.3","846","","","","0"
"2022/2023","University of Toronto, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612325646","137.348.1.1.1.1.3.4","60","","","","0"
"2022/2023","University of Toronto, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612331496","137.392.1.1.1.1.2.2","729","","","","0"
